"scientificname";"worms_id";"rank";"species";"worms_id_species";"count"
"Flustra foliacea";111367;"Species";"Flustra foliacea";111367;6333
"Mysida";149668;"Order";"";;6296
"Electra pilosa";111355;"Species";"Electra pilosa";111355;6293
"Taurulus bubalis";127204;"Species";"Taurulus bubalis";127204;6276
"Timoclea ovata";141929;"Species";"Timoclea ovata";141929;6275
"Sagartia elegans";100991;"Species";"Sagartia elegans";100991;6267
"Deltaproteobacteria";392754;"Class";"";;6265
"Illex coindetii";140621;"Species";"Illex coindetii";140621;6262
"Metridium dianthus";158251;"Species";"Metridium dianthus";158251;6249
"Turritella communis";141872;"Species";"Turritella communis";141872;6243
"Ampelisca tenuicornis";101930;"Species";"Ampelisca tenuicornis";101930;6239
"Euspira nitida";151894;"Species";"Euspira nitida";151894;6214
"Streblospio shrubsolii";131193;"Species";"Streblospio shrubsolii";131193;6213
"Pleuromamma";104191;"Genus";"";;6202
"Pomatoschistus minutus";126928;"Species";"Pomatoschistus minutus";126928;6142
"Hydrocoloeus minutus";567449;"Species";"Hydrocoloeus minutus";567449;6124
"Heterocapsa triquetra";110153;"Species";"Heterocapsa triquetra";110153;6116
"Liocarcinus depurator";107387;"Species";"Liocarcinus depurator";107387;6113
"Osmerus eperlanus";126736;"Species";"Osmerus eperlanus";126736;6090
"Macomangulus tenuis";878470;"Species";"Macomangulus tenuis";878470;6088
"Bathyporeia elegans";103058;"Species";"Bathyporeia elegans";103058;6057
"Protozoa";5;"Kingdom";"";;6031
"Chaetoceros wighamii";160524;"Species";"Chaetoceros wighamii";160524;6023
"Macoma calcarea";141580;"Species";"Macoma calcarea";141580;6007
"Alcyonidium diaphanum";111597;"Species";"Alcyonidium diaphanum";111597;5976
"Ebria tripartita";118051;"Species";"Ebria tripartita";118051;5889
"Arnoglossus imperialis";127124;"Species";"Arnoglossus imperialis";127124;5886
"Limnocalanus macrurus macrurus";487770;"Subspecies";"Limnocalanus macrurus";157674;5876
"Spio martinensis";131185;"Species";"Spio martinensis";131185;5812
"Melinna palmata";129808;"Species";"Melinna palmata";129808;5801
"Paraeuchaeta hebes";104563;"Species";"Paraeuchaeta hebes";104563;5789
"Harmothoe";129491;"Genus";"";;5782
"Cyanobacteria";146537;"Phylum";"";;5779
"Aglantha digitale";117849;"Species";"Aglantha digitale";117849;5768
"Alloteuthis subulata";153131;"Species";"Alloteuthis subulata";153131;5761
"Calanus helgolandicus ponticus";362770;"Subspecies";"Calanus helgolandicus";104466;5727
"Actinia equina";100803;"Species";"Actinia equina";100803;5709
"Chaetoceros socialis";149123;"Species";"Chaetoceros socialis";149123;5704
"Crepidula fornicata";138963;"Species";"Crepidula fornicata";138963;5703
"Echinocyamus pusillus";124273;"Species";"Echinocyamus pusillus";124273;5693
"Sterna paradisaea";137165;"Species";"Sterna paradisaea";137165;5688
"Proboscia truncata";248181;"Species";"Proboscia truncata";248181;5684
"Perioculodes longimanus";102915;"Species";"Perioculodes longimanus";102915;5653
"Stenella frontalis";137108;"Species";"Stenella frontalis";137108;5647
"Osmundea pinnatifida";144847;"Species";"Osmundea pinnatifida";144847;5626
"Polydora ciliata";131141;"Species";"Polydora ciliata";131141;5615
"Teleaulax";106285;"Genus";"";;5612
"Polydora";129619;"Genus";"";;5604
"Oxydromus flexuosus";710680;"Species";"Oxydromus flexuosus";710680;5585
"Crossaster papposus";124154;"Species";"Crossaster papposus";124154;5564
"Ascophyllum nodosum";145541;"Species";"Ascophyllum nodosum";145541;5563
"Stercorarius parasiticus";137172;"Species";"Stercorarius parasiticus";137172;5561
"Myxine glutinosa";101170;"Species";"Myxine glutinosa";101170;5528
"Glycera lapidum";130123;"Species";"Glycera lapidum";130123;5523
"Membranipora membranacea";111411;"Species";"Membranipora membranacea";111411;5518
"Globigerina falconensis";221249;"Species";"Globigerina falconensis";221249;5506
"Meganyctiphanes norvegica";110690;"Species";"Meganyctiphanes norvegica";110690;5498
"Uria lomvia";137134;"Species";"Uria lomvia";137134;5482
"Dictyocysta";196834;"Genus";"";;5481
"Oikopleura (Vexillaria) dioica";103407;"Species";"Oikopleura (Vexillaria) dioica";103407;5467
"Harpinia antennaria";102960;"Species";"Harpinia antennaria";102960;5453
"Gobiidae";125537;"Family";"";;5435
"Homarus gammarus";107253;"Species";"Homarus gammarus";107253;5428
"Lycodes vahlii";127118;"Species";"Lycodes vahlii";127118;5424
"Coscinodiscus radiatus";149158;"Species";"Coscinodiscus radiatus";149158;5423
"Fucus spiralis";145547;"Species";"Fucus spiralis";145547;5419
"Dinophysis acuta";109604;"Species";"Dinophysis acuta";109604;5407
"Bosmina (Eubosmina) coregoni";106271;"Species";"Bosmina (Eubosmina) coregoni";106271;5404
"Fritillaria borealis";103375;"Species";"Fritillaria borealis";103375;5404
"Licmophora";149342;"Genus";"";;5384
"Aonides paucibranchiata";131107;"Species";"Aonides paucibranchiata";131107;5383
"Paracalanus";104196;"Genus";"";;5379
"Melanitta nigra";137073;"Species";"Melanitta nigra";137073;5377
"Pleuromamma abdominalis";104637;"Species";"Pleuromamma abdominalis";104637;5367
"Nucella";138199;"Genus";"";;5348
"Lepidorhombus boscii";127145;"Species";"Lepidorhombus boscii";127145;5316
"Phyllodoce groenlandica";334506;"Species";"Phyllodoce groenlandica";334506;5309
"Strombidium";101195;"Genus";"";;5298
"Neocalanus gracilis";104471;"Species";"Neocalanus gracilis";104471;5284
"Gavia stellata";137188;"Species";"Gavia stellata";137188;5275
"Katodinium";109477;"Genus";"";;5267
"Aphrodita aculeata";129840;"Species";"Aphrodita aculeata";129840;5265
"Maurolicus muelleri";127312;"Species";"Maurolicus muelleri";127312;5246
"Hiatella arctica";140103;"Species";"Hiatella arctica";140103;5223
"Argentinidae";125508;"Family";"";;5211
"Conger conger";126285;"Species";"Conger conger";126285;5199
"Pisidia longicornis";107188;"Species";"Pisidia longicornis";107188;5181
"Paguridae";106738;"Family";"";;5174
"Dendrodoa grossularia";103882;"Species";"Dendrodoa grossularia";103882;5145
"Philine quadripartita";574582;"Species";"Philine quadripartita";574582;5140
"Liocarcinus holsatus";107388;"Species";"Liocarcinus holsatus";107388;5128
"Amphipholis squamata";125064;"Species";"Amphipholis squamata";125064;5087
"Harmothoe impar";130770;"Species";"Harmothoe impar";130770;5055
"Protoperidinium steinii";110257;"Species";"Protoperidinium steinii";110257;5052
"Poecilochaetus serpens";130711;"Species";"Poecilochaetus serpens";130711;5029
"Gobius niger";126892;"Species";"Gobius niger";126892;5016
"Chaetoceros curvisetus";149221;"Species";"Chaetoceros curvisetus";149221;5014
"Schistomysis kervillei";120203;"Species";"Schistomysis kervillei";120203;4989
"Prionospio cirrifera";131153;"Species";"Prionospio cirrifera";131153;4979
"Phycis blennoides";126501;"Species";"Phycis blennoides";126501;4964
"Phycodrys rubens";144773;"Species";"Phycodrys rubens";144773;4955
"Karenia mikimotoi";233024;"Species";"Karenia mikimotoi";233024;4951
"Amphilectus fucorum";150225;"Species";"Amphilectus fucorum";150225;4932
"Protoperidinium pellucidum";110245;"Species";"Protoperidinium pellucidum";110245;4931
"Henricia";123276;"Genus";"";;4923
"Puffinus gravis";137201;"Species";"Puffinus gravis";137201;4918
"Chaetoceros debilis";149219;"Species";"Chaetoceros debilis";149219;4883
"Ceratium hexacanthum";109955;"Species";"Ceratium hexacanthum";109955;4871
"Pecten maximus";140712;"Species";"Pecten maximus";140712;4864
"Glenodinium";109538;"Genus";"";;4848
"Globicephala melas";137097;"Species";"Globicephala melas";137097;4846
"Katodinium glaucum";109885;"Species";"Katodinium glaucum";109885;4845
"Anemonia viridis";100808;"Species";"Anemonia viridis";100808;4836
"Cladophora rupestris";145064;"Species";"Cladophora rupestris";145064;4819
"Flavobacteriaceae";559995;"Family";"";;4813
"Dysidea fragilis";132324;"Species";"Dysidea fragilis";132324;4803
"Urothoe poseidonis";103235;"Species";"Urothoe poseidonis";103235;4793
"Antedon bifida";124201;"Species";"Antedon bifida";124201;4775
"Paradoneis lyra";130585;"Species";"Paradoneis lyra";130585;4769
"Ampharete baltica";129776;"Species";"Ampharete baltica";129776;4767
"Alle alle";137129;"Species";"Alle alle";137129;4767
"Corynactis viridis";101016;"Species";"Corynactis viridis";101016;4764
"Halichoerus grypus";137080;"Species";"Halichoerus grypus";137080;4757
"Mysidae";119822;"Family";"";;4750
"Seraphsidae";411720;"Family";"";;4731
"Abra tenuis";141439;"Species";"Abra tenuis";141439;4730
"Ascidiella aspersa";103718;"Species";"Ascidiella aspersa";103718;4724
"Coscinodiscus concinnus";148992;"Species";"Coscinodiscus concinnus";148992;4714
"Cirratulidae";919;"Family";"";;4680
"Monocorophium insidiosum";148592;"Species";"Monocorophium insidiosum";148592;4675
"Ulva lactuca";145984;"Species";"Ulva lactuca";145984;4675
"Scrippsiella trochoidea";110172;"Species";"Scrippsiella trochoidea";110172;4654
"Microcalanus pusillus";157675;"Species";"Microcalanus pusillus";157675;4654
"Paramphinome jeffreysii";129837;"Species";"Paramphinome jeffreysii";129837;4638
"Turbellaria";794;"Class";"";;4629
"Bacteriastrum";149118;"Genus";"";;4627
"Synedra nitzschioides f. nitzschioides";985570;"Forma";"Synedra nitzschioides";965607;4625
"Eumida sanguinea";130644;"Species";"Eumida sanguinea";130644;4621
"Clione limacina";139178;"Species";"Clione limacina";139178;4594
"Neogloboquadrina incompta";113474;"Species";"Neogloboquadrina incompta";113474;4593
"Dictyocha speculum";157260;"Species";"Dictyocha speculum";157260;4588
"Thalassiosira rotula";148942;"Species";"Thalassiosira rotula";148942;4578
"Glycera";129296;"Genus";"";;4577
"Dilsea carnosa";145222;"Species";"Dilsea carnosa";145222;4573
"Maja squinado";107350;"Species";"Maja squinado";107350;4539
"Actinothoe sphyrodeta";100986;"Species";"Actinothoe sphyrodeta";100986;4537
"Synchaeta";134958;"Genus";"";;4530
"Ensis";138333;"Genus";"";;4523
"Pelvetia canaliculata";145550;"Species";"Pelvetia canaliculata";145550;4518
"Aequipecten opercularis";140687;"Species";"Aequipecten opercularis";140687;4502
"Actiniaria";1360;"Order";"";;4482
"Trochochaeta multisetosa";131576;"Species";"Trochochaeta multisetosa";131576;4480
"Odontella aurita";149050;"Species";"Odontella aurita";149050;4465
"Polycirrus";129710;"Genus";"";;4450
"Parvicardium pinnulatum";181343;"Species";"Parvicardium pinnulatum";181343;4434
"Eteone";129443;"Genus";"";;4428
"Pholis gunnellus";126996;"Species";"Pholis gunnellus";126996;4422
"Acantharia";586732;"Class";"";;4406
"Harmothoe imbricata";130769;"Species";"Harmothoe imbricata";130769;4400
"Littorina obtusata";140263;"Species";"Littorina obtusata";140263;4400
"Ascidia mentula";103710;"Species";"Ascidia mentula";103710;4391
"Urothoe elegans";103228;"Species";"Urothoe elegans";103228;4390
"Eutreptiella";17657;"Genus";"";;4384
"Oxytoxum";109528;"Genus";"";;4370
"Ceratoneis closterium";163932;"Species";"Ceratoneis closterium";163932;4364
"Membranoptera alata";144758;"Species";"Membranoptera alata";144758;4363
"Cyathura carinata";118474;"Species";"Cyathura carinata";118474;4354
"Nephtys longosetosa";130364;"Species";"Nephtys longosetosa";130364;4349
"Bathyporeia guilliamsoniana";103060;"Species";"Bathyporeia guilliamsoniana";103060;4346
"Neptunea antiqua";138920;"Species";"Neptunea antiqua";138920;4319
"Anguilla";125620;"Genus";"";;4303
"Thecosomata";13703;"Order";"";;4292
"Corophium";101489;"Genus";"";;4279
"Protoperidinium divergens";110219;"Species";"Protoperidinium divergens";110219;4277
"Ammodytes";125909;"Genus";"";;4264
"Lomentaria articulata";145821;"Species";"Lomentaria articulata";145821;4264
"Anobothrus gracilis";129789;"Species";"Anobothrus gracilis";129789;4263
"Phaeocystis pouchetii";115106;"Species";"Phaeocystis pouchetii";115106;4258
"Polykrikos schwartzii";109901;"Species";"Polykrikos schwartzii";109901;4242
"Labrus mixtus";151501;"Species";"Labrus mixtus";151501;4240
"Rhizosolenia imbricata";149116;"Species";"Rhizosolenia imbricata";149116;4226
"Modiolus modiolus";140467;"Species";"Modiolus modiolus";140467;4199
"Loligo vulgaris";140271;"Species";"Loligo vulgaris";140271;4198
"Lophius budegassa";126554;"Species";"Lophius budegassa";126554;4189
"Malacoceros fuliginosus";131131;"Species";"Malacoceros fuliginosus";131131;4187
"Ditylum";149022;"Genus";"";;4183
"Nemertesia ramosa";117815;"Species";"Nemertesia ramosa";117815;4182
"Euterpina acutifrons";116162;"Species";"Euterpina acutifrons";116162;4163
"Pachymatisma johnstonia";134057;"Species";"Pachymatisma johnstonia";134057;4159
"Fragilaria";149028;"Genus";"";;4155
"Exogone naidina";327985;"Species";"Exogone naidina";327985;4151
"Cryptomonas";106282;"Genus";"";;4141
"Psammechinus miliaris";124319;"Species";"Psammechinus miliaris";124319;4123
"Pariambus typicus";101857;"Species";"Pariambus typicus";101857;4118
"Rhizosolenia";149069;"Genus";"";;4102
"Sagitta bipunctata";105448;"Species";"Sagitta bipunctata";105448;4099
"Dermochelys coriacea";137209;"Species";"Dermochelys coriacea";137209;4091
"Cumacea";1137;"Order";"";;4088
"Odontella mobiliensis";164116;"Species";"Odontella mobiliensis";164116;4056
"Eudorella truncatula";110535;"Species";"Eudorella truncatula";110535;4043
"Chorda filum";145722;"Species";"Chorda filum";145722;4041
"Isopoda";1131;"Order";"";;4039
"Bacteroidetes";559844;"Phylum";"";;4033
"Heterosiphonia plumosa";144732;"Species";"Heterosiphonia plumosa";144732;4025
"Mya truncata";140431;"Species";"Mya truncata";140431;4010
"Amphiura";123613;"Genus";"";;3996
"Mollusca";51;"Phylum";"";;3993
"Eucampia zodiacus";149131;"Species";"Eucampia zodiacus";149131;3980
"Steromphala umbilicalis";1039850;"Species";"Steromphala umbilicalis";1039850;3963
"Neogloboquadrina pachyderma";113458;"Species";"Neogloboquadrina pachyderma";113458;3952
"Dipturus oxyrinchus";105872;"Species";"Dipturus oxyrinchus";105872;3942
"Obelia geniculata";117388;"Species";"Obelia geniculata";117388;3942
"Callionymidae";125522;"Family";"";;3939
"Abra prismatica";141436;"Species";"Abra prismatica";141436;3930
"Sycon ciliatum";132251;"Species";"Sycon ciliatum";132251;3929
"Peridinium";109549;"Genus";"";;3919
"Oithona atlantica";106642;"Species";"Oithona atlantica";106642;3916
"Thalassiosira nordenskioeldii";148931;"Species";"Thalassiosira nordenskioeldii";148931;3915
"Halidrys siliquosa";145540;"Species";"Halidrys siliquosa";145540;3901
"Orthosira angulata";966467;"Species";"Orthosira angulata";966467;3898
"Leucocryptos marina";119077;"Species";"Leucocryptos marina";119077;3893
"Venerupis corrugata";181364;"Species";"Venerupis corrugata";181364;3891
"Actinopterygii";10194;"Class";"";;3887
"Prymnesiophyceae";115057;"Class";"";;3883
"Ceramium virgatum";178915;"Species";"Ceramium virgatum";178915;3874
"Diastylis bradyi";110472;"Species";"Diastylis bradyi";110472;3871
"Cetacea";2688;"Infraorder";"";;3855
"Calanoides carinatus";104462;"Species";"Calanoides carinatus";104462;3844
"Verrucaria maura";147758;"Species";"Verrucaria maura";147758;3841
"Ardea cinerea";212668;"Species";"Ardea cinerea";212668;3829
"Ammodytes tobianus";126752;"Species";"Ammodytes tobianus";126752;3809
"Tubularia indivisa";117994;"Species";"Tubularia indivisa";117994;3807
"Gammarus";101537;"Genus";"";;3799
"Prorocentrum balticum";110293;"Species";"Prorocentrum balticum";110293;3791
"Magelona alleni";130266;"Species";"Magelona alleni";130266;3784
"Pleurobrachia pileus";106386;"Species";"Pleurobrachia pileus";106386;3778
"Ceramium";143834;"Genus";"";;3767
"Astropecten irregularis";123867;"Species";"Astropecten irregularis";123867;3744
"Torodinium";109479;"Genus";"";;3736
"Amphidinium";109473;"Genus";"";;3736
"Brachyura";106673;"Infraorder";"";;3719
"Thracia phaseolina";152378;"Species";"Thracia phaseolina";152378;3719
"Ciona intestinalis";103732;"Species";"Ciona intestinalis";103732;3701
"Nereis";129379;"Genus";"";;3700
"Callophyllis laciniata";145262;"Species";"Callophyllis laciniata";145262;3671
"Hymeniacidon perlevis";132663;"Species";"Hymeniacidon perlevis";132663;3668
"Parexogone hebes";757970;"Species";"Parexogone hebes";757970;3661
"Rhizosolenia stolterfothii";149224;"Species";"Rhizosolenia stolterfothii";149224;3651
"Chaetoceros affinis";149241;"Species";"Chaetoceros affinis";149241;3651
"Austrominius modestus";712167;"Species";"Austrominius modestus";712167;3650
"Patella";138312;"Genus";"";;3646
"Sthenelais limicola";131077;"Species";"Sthenelais limicola";131077;3634
"Chaetozone";129242;"Genus";"";;3627
"Ascidiacea";1839;"Class";"";;3622
"Ampharete lindstroemi";129781;"Species";"Ampharete lindstroemi";129781;3615
"Cnidaria";1267;"Phylum";"";;3586
"Alexandrium";109470;"Genus";"";;3582
"Nitzschia";149045;"Genus";"";;3580
"Candacia";104157;"Genus";"";;3566
"Glycera tridactyla";130130;"Species";"Glycera tridactyla";130130;3559
"Bathyporeia";101742;"Genus";"";;3556
"Pista cristata";131516;"Species";"Pista cristata";131516;3552
"Tripos fusus";840626;"Species";"Tripos fusus";840626;3548
"Nephtys incisa";130362;"Species";"Nephtys incisa";130362;3537
"Syngnathus acus";127387;"Species";"Syngnathus acus";127387;3530
"Anarhichas lupus";126758;"Species";"Anarhichas lupus";126758;3522
"Pectinaria (Amphictene) auricoma";130590;"Species";"Pectinaria (Amphictene) auricoma";130590;3512
"Caulleriella";129241;"Genus";"";;3493
"Acidobacteriaceae";571179;"Family";"";;3485
"Thysanoessa";110679;"Genus";"";;3484
"Pontoporeia femorata";103079;"Species";"Pontoporeia femorata";103079;3482
"Thalassiosira levanderi";149308;"Species";"Thalassiosira levanderi";149308;3469
