"","species","records","worms_id","rank_name"
"633","Arthrocladia villosa",25,145306,"Species"
"634","Asajirus indicus",1,249962,"Species"
"635","Ascidia mentula",2234,103710,"Species"
"636","Ascidia obliqua",14,103713,"Species"
"637","Ascidia prunum",7,103714,"Species"
"638","Ascidia virginea",620,103717,"Species"
"639","Ascidicola rosea",7,106488,"Species"
"640","Ascidiella aspersa",1793,103718,"Species"
"641","Ascidiella scabra",522,103719,"Species"
"642","Ascidonia flavomaculata",19,238020,"Species"
"643",NA,102,129551,"Genus"
"644","Asclerocheilus intermedius",114,130974,"Species"
"645","Ascobulla fragilis",45,141969,"Species"
"646",NA,22,2415,"Genus"
"647",NA,1,153674,"Infraorder"
"648",NA,10,144128,"Genus"
"649","Ascorhynchus abyssi",12,134618,"Species"
"650",NA,66,292897,"Genus"
"651",NA,8,123476,"Genus"
"652","Aslia lefevrei",1017,124598,"Species"
"653",NA,3,143809,"Genus"
"654","Asparagopsis armata",191,144438,"Species"
"655","Asparagopsis taxiformis",11,144439,"Species"
"656",NA,61,144062,"Genus"
"657","Asperococcus bullosus",24,145311,"Species"
"658","Aspidarachna clypeata",10,148671,"Species"
"659","Aspidelectra melolontha",31,111350,"Species"
"660","Aspidiophorus ornatus",1,114470,"Species"
"661","Assiminea grayana",16,138814,"Species"
"662","Astacilla arietina",3,119017,"Species"
"663","Astacilla intermedia",9,119023,"Species"
"664","Astacilla longicornis",111,119024,"Species"
"665","Astacilla longispina",1,257315,"Species"
"666","Astarte borealis",277,138818,"Species"
"667","Astarte crenata",27,138820,"Species"
"668","Astarte elliptica",266,138821,"Species"
"669","Astarte sulcata",534,138824,"Species"
"670",NA,44,123219,"Genus"
"671","Asterias rubens",12544,123776,"Species"
"672",NA,12,123281,"Genus"
"673","Asterina gibbosa",464,123987,"Species"
"674","Asterina phylactica",54,123990,"Species"
"675",NA,24,123133,"Family"
"676","Asterionella bleakeleyi",5,149375,"Species"
"677","Asterionella formosa",926,148954,"Species"
"678","Asterionella glacialis",5389,148955,"Species"
"679","Asterionella kariana",681,148956,"Species"
"680",NA,1,135554,"Genus"
"681",NA,2,248069,"Genus"
"682","Asterolampra marylandica",1,248070,"Species"
"683",NA,154,162254,"Genus"
"684",NA,2,123578,"Genus"
"685","Asteronyx loveni",13,124951,"Species"
"686","Asterope mariae",1,127700,"Species"
"687","Asterorhombus intermedius",1,219792,"Species"
"688","Asteroschema inornatum",1,124955,"Species"
"689","Asthenognathus atlanticus",50,107468,"Species"
"690","Asthenomacrurus victoris",1,279768,"Species"
"691",NA,20,2494,"Genus"
"692","Astrodia tenuispina",1,124953,"Species"
"693","Astropecten aranciacus",352,123856,"Species"
"694","Astropecten cingulatus",1,178648,"Species"
"695","Astropecten irregularis",1744,123867,"Species"
"696","Astropecten irregularis",8,125200,"Subspecies"
"697","Astrorhiza limicola",367,113843,"Species"
"698","Astrosclera willeyana",1,164849,"Species"
"699",NA,1,101477,"Genus"
"700","Astyra abyssi",77,102067,"Species"
"701","Astyris rosacea",2,160108,"Species"
"702","Atactodea striata",2,140349,"Species"
"703",NA,1,106875,"Genus"
"704","Atelecyclus rotundatus",346,107273,"Species"
"705","Atelecyclus undecimdentatus",26,107274,"Species"
"706",NA,1,106979,"Genus"
"707","Athanas amazone",8,107484,"Species"
"708","Athanas nitescens",457,107486,"Species"
"709",NA,25,125659,"Genus"
"710","Atherina boyeri",12,272027,"Species"
"711","Atherina hepsetus",6,272028,"Species"
"712","Atherina presbyter",140,272030,"Species"
"713","Atherinomorus lacunosus",1,126331,"Species"
"714",NA,1,129607,"Genus"
"715","Atherospio disticha",5,131109,"Species"
"716",NA,476,137687,"Genus"
"717",NA,14,135248,"Genus"
"718","Atolla parva",1,135280,"Species"
"719","Atolla wyvillei",13,135282,"Species"
"720","Atrina fragilis",53,146524,"Species"
"721",NA,13,146525,"Family"
"722","Auchenoplax crinita",1,129791,"Species"
"723",NA,141,143800,"Genus"
"724",NA,17,129332,"Genus"
"725","Augeneria tentaculata",214,130225,"Species"
"726","Aulactinia stella",1,100814,"Species"
"727","Aulactinia verrucosa",107,100815,"Species"
"728",NA,8932,131773,"Genus"
"729","Aurelia aurita",1646,135306,"Species"
"730","Auriculinella bidentata",52,139671,"Species"
"731","Aurospio dibranchiata",7,131110,"Species"
"732",NA,1,129479,"Genus"
"733","Austrolaenilla mollis",5,130725,"Species"
"734","Austrosyrrhoe fimbriatus",7,103179,"Species"
"735",NA,33,152231,"Subfamily"
"736","Automate branchialis",7,107487,"Species"
"737",NA,18,101466,"Genus"
"738","Autonoe denticarpus",19,102018,"Species"
"739","Avocettina infans",2,126304,"Species"
"740","Axelsonia littoralis",3,118138,"Species"
"741",NA,1,106798,"Family"
"742","Axinella damicornis",518,132472,"Species"
"743","Axinella dissimilis",1421,132473,"Species"
"744","Axinella flustra",12,132476,"Species"
"745","Axinella infundibuliformis",815,132480,"Species"
"746","Axinella polypoides",29,132487,"Species"
"747","Axinella verrucosa",4,132499,"Species"
"748",NA,1,163084,"Order"
"749",NA,32,131629,"Family"
"750",NA,1,129689,"Genus"
"751",NA,1,129342,"Genus"
"752","Axius stirhynchus",17,107722,"Species"
"753",NA,73,2416,"Genus"
"754","Axonolaimus helgolandicus",38,121308,"Species"
"755","Axonolaimus orcombensis",45,121311,"Species"
"756","Axonolaimus paraspinosus",8,121312,"Species"
"757","Axonolaimus spinosus",56,121316,"Species"
"758","Axonolaimus tirrenicus",16,121317,"Species"
"759","Aythya marila",8,159172,"Species"
"760","Azorinus chamasolen",41,141541,"Species"
"761","Bachelotia antillarum",7,145481,"Species"
"762",NA,79,149148,"Genus"
"763",NA,2171,149118,"Genus"
"764","Bacteriastrum delicatulum",19,164108,"Species"
"765","Bacteriastrum elongatum",1,162916,"Species"
"766","Bacteriastrum furcatum",33,164110,"Species"
"767","Bacteriastrum hyalinum",172,149119,"Species"
"768",NA,1,118335,"Genus"
"769","Baeonectes muticus",8,118601,"Species"
"770","Bajacalifornia megalops",16,126687,"Species"
"771","Balaenoptera borealis",476,137088,"Species"
"772","Balaenoptera musculus",208,137090,"Species"
"773","Balaenoptera physalus",1828,137091,"Species"
"774",NA,167,106057,"Family"
"775",NA,281,292899,"Genus"
"776",NA,4,137592,"Genus"
"777",NA,348,106041,"Superfamily"
"778",NA,11,135108,"Genus"
"779","Balanophyllia europaea",16,135180,"Species"
"780","Balanophyllia regia",50,135181,"Species"
"781","Balanus balanus",786,106213,"Species"
"782","Balanus crenatus",2293,106215,"Species"
"783","Balistapus undulatus",4,219874,"Species"
"784","Balistoides conspicillum",1,219876,"Species"
"785","Balistoides viridescens",9,219875,"Species"
"786",NA,21,143807,"Genus"
"787","Bangia atropurpurea",23,144423,"Species"
"788","Barbantus curvifrons",3,126738,"Species"
"789","Barentsia benedeni",11,111800,"Species"
"790","Barentsia gracilis",2,111802,"Species"
"791","Barentsia matsushimana",1,111803,"Species"
"792","Barleeia unifasciata",49,138843,"Species"
"793",NA,5,138341,"Genus"
"794","Barnea candida",121,140767,"Species"
"795","Barnea parva",9,140768,"Species"
"796","Baseodiscus delineatus",19,122577,"Species"
"797","Bathophilus digitatus",1,127330,"Species"
"798","Bathophilus longipinnis",1,158846,"Species"
"799","Bathophilus nigerrimus",1,127331,"Species"
"800",NA,6,137673,"Genus"
"801","Bathyarca frielei",12,138796,"Species"
"802","Bathyarca glacialis",52,138797,"Species"
"803","Bathyarca pectunculoides",489,138799,"Species"
"804","Bathyarca philippiana",14,138800,"Species"
"805","Bathybiaster vexillifer",37,123881,"Species"
"806",NA,15,123144,"Family"
"807",NA,6,227167,"Genus"
"808","Bathygadus favosus",1,126462,"Species"
"809","Bathygadus melanobranchus",2,126463,"Species"
"810","Bathygobius fuscus",2,209215,"Species"
"811","Bathylagichthys greyae",13,126718,"Species"
"812","Bathylagus euryops",228,126719,"Species"
"813","Bathylaimus australis",1,122236,"Species"
"814","Bathylaimus capacosus",22,122237,"Species"
"815","Bathylaimus inermis",8,122242,"Species"
"816","Bathylaimus paralongisetosus",14,122246,"Species"
"817","Bathylaimus stenolaimus",20,122248,"Species"
"818","Bathylaimus tenuicaudatus",29,122249,"Species"
"819",NA,6,101691,"Genus"
"820","Bathynectes longipes",1,107376,"Species"
"821","Bathynectes maravigna",13,107377,"Species"
"822","Bathyplotes natans",13,124549,"Species"
"823","Bathypolypus arcticus",4,140596,"Species"
"824",NA,1338,101742,"Genus"
"825","Bathypterois dubius",4,126342,"Species"
"826","Bathypterois grallator",2,126343,"Species"
"827","Bathypterois phenax",2,126345,"Species"
"828","Bathyraja brachyurops",162,271509,"Species"
"829","Bathyraja richardsoni",30,105867,"Species"
"830","Bathyraja spinicauda",2,105868,"Species"
"831","Bathysaurus ferox",28,126369,"Species"
"832","Bathysaurus mollis",1,126370,"Species"
"833",NA,23,112300,"Genus"
"834","Bathysiphon filiformis",27,113851,"Species"
"835","Bathytroctes macrolepis",20,126691,"Species"
"836","Bathytroctes michaelsarsi",3,126692,"Species"
"837","Bathyuroconger vicinus",1,126284,"Species"
"838","Batillipes acaudatus",1,136658,"Species"
"839","Bebryce mollis",53,125380,"Species"
"840","Beella digitata",17,113433,"Species"
"841",NA,6,137807,"Genus"
"842","Bela nebula",138,139217,"Species"
"843",NA,10,2556,"Genus"
"844","Belbolla galanachmorae",69,122070,"Species"
"845",NA,134,149305,"Genus"
"846","Bellerochea malleus",842,149306,"Species"
"847","Belone svetovidovi",1,126376,"Species"
"848","Bentheogennema intermedia",32,107086,"Species"
"849","Benthesicymus bartletti",3,107087,"Species"
"850","Benthesicymus brasiliensis",12,107088,"Species"
"851","Benthesicymus laciniatus",2,107090,"Species"
"852","Benthodesmus elongatus",24,127086,"Species"
"853","Benthodytes lingua",9,124764,"Species"
"854","Benthodytes sanguinolenta",25,241785,"Species"
"855","Benthodytes typica",13,124765,"Species"
"856","Benthomangelia macra",1,139224,"Species"
"857","Benthonella tenella",1,141261,"Species"
"858","Benthopecten simplex",1,123837,"Species"
"859",NA,3,123126,"Family"
"860","Benthosema suborbitale",1,126581,"Species"
"861","Benthothuria funebris",20,124556,"Species"
"862","Berkeleya rutilans",7,156955,"Species"
"863","Beroe cucumis",78,106358,"Species"
"864","Beroe ovata",631,106362,"Species"
"865",NA,2,138361,"Genus"
"866","Berthella aurantiaca",39,140807,"Species"
"867","Berthella plumula",58,140812,"Species"
"868",NA,2,138362,"Genus"
"869","Berthellina citrina",1,140815,"Species"
"870",NA,6,125700,"Genus"
"871","Beryx decadactylus",366,126394,"Species"
"872","Beryx splendens",344,126395,"Species"
"873","Bhawania goodei",2,129925,"Species"
"874","Biancolina algicola",1,102068,"Species"
"875",NA,31,110837,"Genus"
"876","Bicellariella ciliata",542,111147,"Species"
"877","Bicellarina alderi",53,111148,"Species"
"878",NA,36,105505,"Genus"
"879","Biddulphia granulata",709,149327,"Species"
"880","Biddulphia rhombus",1412,149324,"Species"
"881","Biddulphia sinensis",3387,148969,"Species"
"882",NA,2,131897,"Genus"
"883","Biemna variantia",23,133205,"Species"
"884",NA,1,144125,"Genus"
"885",NA,56,129523,"Genus"
"886","Bispira fabricii",3,130872,"Species"
"887","Bispira volutacornis",2186,130875,"Species"
"888",NA,59,137758,"Genus"
"889","Bittium latreillii",86,139052,"Species"
"890","Bittium reticulatum",806,139054,"Species"
"891","Blastophysa rhizopus",1,144478,"Species"
"892",NA,18,125915,"Genus"
"893","Blennius ocellaris",1101,126761,"Species"
"894",NA,3,109548,"Genus"
"895","Blepharocysta paulsenii",12,110178,"Species"
"896","Blicca bjoerkna",2324,154274,"Species"
"897",NA,55,144293,"Genus"
"898","Blidingia minima",196,145950,"Species"
"899","Blidingia ramifera",1,145951,"Species"
"900","Boccardia polybranchia",1,131111,"Species"
"901","Boccardiella hamata",13,333121,"Species"
"902","Boccardiella ligerica",69,131114,"Species"
"903","Bodianus axillaris",1,218933,"Species"
"904","Bodianus scrofa",48,126958,"Species"
"905",NA,50,110387,"Genus"
"906","Bodotria arenosa",113,110440,"Species"
"907","Bodotria pulchella",304,110444,"Species"
"908","Bodotria scorpioides",599,110445,"Species"
"909",NA,9,110378,"Family"
"910",NA,2,153204,"Genus"
"911","Bolbolaimus teutonicus",3,153472,"Species"
"912","Bolbometopon muricatum",1,219074,"Species"
"913","Bolinichthys indicus",15,126582,"Species"
"914","Bolinichthys supralateralis",16,126583,"Species"
"915",NA,13,106350,"Genus"
"916","Bolivina pseudoplicata",30,112982,"Species"
"917","Bolivina spathulata",53,112988,"Species"
"918","Bolma rugosa",70,141855,"Species"
"919","Bolocera tuediae",40,100817,"Species"
"920","Boltenia echinata",19,103814,"Species"
"921",NA,3,103515,"Genus"
"922","Bolteniopsis prenanti",1,103817,"Species"
"923","Bonellia viridis",26,110363,"Species"
"924",NA,2,110347,"Family"
"925",NA,36,143810,"Genus"
"926","Bonnemaisonia asparagoides",331,144440,"Species"
"927","Bonnemaisonia hamifera",168,144442,"Species"
"928","Boops boops",1749,127047,"Species"
"929",NA,3,155727,"Superfamily"
"930","Bopyroides hippolytes",2,118204,"Species"
"931","Bopyrus squillarum",5,118205,"Species"
"932","Boreomysis arctica",32,119962,"Species"
"933","Boreomysis atlantica",1,119963,"Species"
"934","Boreomysis californica",1,226344,"Species"
"935","Boreomysis megalops",25,119967,"Species"
"936","Boreomysis tridens",3,119974,"Species"
"937","Boreotrophon clathratus",22,146732,"Species"
"938","Boreotrophon truncatus",26,146733,"Species"
"939","Bornetia secundiflora",19,144524,"Species"
"940","Boroecia borealis",447,127766,"Species"
"941","Borostomias antarcticus",104,127334,"Species"
"942","Bostrychia scorpioides",41,144791,"Species"
"943","Bothus podas",86,127129,"Species"
"944",NA,37,103528,"Genus"
"945","Botrylloides leachii",524,250081,"Species"
"946","Botrylloides violaceus",3,148715,"Species"
"947",NA,60,103529,"Genus"
"948","Botryllus schlosseri",3255,103862,"Species"
"949","Botrynema brucei",15,117615,"Species"
"950","Botryocladia botryoides",2,145836,"Species"
"951",NA,38,117015,"Genus"
"952","Bougainvillia platygaster",2,221101,"Species"
"953",NA,33,1594,"Family"
"954","Brachionus plicatilis",1,134982,"Species"
"955",NA,96,1803,"Phylum"
"956","Brachioteuthis riisei",3,138852,"Species"
"957","Brachynotus sexdentatus",8,107450,"Species"
"958","Brachyscelus crusculum",21,103241,"Species"
"959","Brada inhabilis",71,130097,"Species"
"960","Bradya typica",11,349410,"Species"
"961","Bradyidius armatus",130,146735,"Species"
"962","Brama brama",151,126783,"Species"
"963","Branchiomaldane vincenti",5,129872,"Species"
"964","Branchiomma bombyx",200,130878,"Species"
"965","Branchiomma lucullanum",6,130882,"Species"
"966","Branchiostoma lanceolatum",1484,104906,"Species"
"967","Brania arminii",8,131280,"Species"
"968","Brania pusilla",8,146738,"Species"
"969","Branta bernicla",167,159175,"Species"
"970","Brisaster fragilis",16,124404,"Species"
"971","Brissopsis lyrifera",863,124373,"Species"
"972",NA,6,143905,"Genus"
"973","Bryaninops tigris",2,219389,"Species"
"974",NA,82,143812,"Genus"
"975","Bryopsis hypnoides",61,144452,"Species"
"976","Bryopsis plumosa",256,144457,"Species"
"977","Bubaris vermiculata",4,132521,"Species"
"978",NA,54,137701,"Genus"
"979","Buccinum abyssorum",1,138857,"Species"
"980","Buccinum ciliatum",2,138860,"Species"
"981","Buccinum humphreysianum",9,138865,"Species"
"982","Buccinum scalariforme",1,138875,"Species"
"983","Buccinum undatum",10883,138878,"Species"
"984","Buenia jeffreysii",74,126872,"Species"
"985","Buglossidium luteum",19669,127153,"Species"
"986",NA,2,115306,"Genus"
"987","Bulbamphiascus imus",10,115930,"Species"
"988","Bulla striata",33,138940,"Species"
"989","Bulweria bulwerii",138,137193,"Species"
"990","Bursa granularis",3,216964,"Species"
"991","Buskea dichotoma",4,111265,"Species"
"992","Bylgides elegans",31,130732,"Species"
"993",NA,2,234087,"Genus"
"994",NA,22,110864,"Genus"
"995","Caberea boryi",13,111229,"Species"
"996","Caberea ellisii",92,111230,"Species"
"997",NA,3,137781,"Genus"
"998","Cadlina laevis",409,139134,"Species"
"999",NA,6,138024,"Genus"
"1000","Cadulus jeffreysi",22,140005,"Species"
"1001",NA,5,118435,"Genus"
"1002","Caecosagitta macrocephala",21,105431,"Species"
"1003","Caecum armoricum",1,138945,"Species"
"1004","Caecum auriculatum",25,138947,"Species"
"1005","Caecum clarkii",1,138948,"Species"
"1006","Caecum imperforatum",13,146743,"Species"
"1007","Caecum subannulatum",30,138955,"Species"
"1008","Caecum trachea",171,138957,"Species"
"1009","Caesio caerulaurea",2,219995,"Species"
"1010","Caesio lunaris",2,219991,"Species"
"1011","Caesio striata",2,219990,"Species"
"1012","Caesio suevica",1,219993,"Species"
"1013",NA,2,104079,"Family"
"1014","Calanoides brevicornis",3,357533,"Species"
"1015",NA,69644,104152,"Genus"
"1016","Calanus finmarchicus",25989,104464,"Species"
"1017","Calanus helgolandicus",23099,104466,"Species"
"1018","Calappa granulata",55,107268,"Species"
"1019","Calappa hepatica",3,209501,"Species"
"1020","Calathura brachiata",96,118497,"Species"
"1021","Calathura norvegica",7,148624,"Species"
"1022",NA,12,559,"Class"
"1023","Calcidiscus leptoporus",69,235923,"Species"
"1024",NA,4,106840,"Genus"
"1025","Calcinus latens",1,208677,"Species"
"1026","Calcinus rosaceus",1,208678,"Species"
"1027","Calcinus tubularis",36,107194,"Species"
"1028","Calciopappus caudatus",7,235924,"Species"
"1029",NA,5,147432,"Genus"
"1030","Calidris alba",10,159084,"Species"
"1031","Calidris alpina",60,159047,"Species"
"1032","Calidris canutus",10,147433,"Species"
"1033","Calidris maritima",3,159052,"Species"
"1034",NA,3,135513,"Family"
"1035",NA,4,135566,"Genus"
"1036","Caligus coryphaenae",1,135748,"Species"
"1037","Caligus elongatus",3,135754,"Species"
"1038","Callanthias ruber",61,126789,"Species"
"1039","Calliacantha longicaudata",164,105559,"Species"
"1040","Calliacantha simplex",2,105562,"Species"
"1041",NA,211,107072,"Genus"
"1042","Callianassa subterranea",649,107729,"Species"
"1043",NA,6,106800,"Family"
"1044",NA,22,144146,"Genus"
"1045","Calliblepharis ciliata",1617,145613,"Species"
"1046","Calliblepharis jubata",300,145614,"Species"
"1047",NA,1,2371,"Genus"
"1048","Calliobdella lophii",3,116955,"Species"
"1049","Calliobdella nodulifera",1,116956,"Species"
"1050","Callionymus filamentosus",3,126791,"Species"
"1051","Callionymus lyra",55049,126792,"Species"
"1052","Callionymus maculatus",12140,126793,"Species"
